text,Trump,Biden,West,HOF
Trump rally. All inclusive. #TrumpRally #trump2020 @BuckSexton @DonaldJTrumpJr @RubinReport @stoolpresidente @adamcarolla https://t.co/6PmoNCukYZ,2.0,0.0,0.0,Non-Hateful
@KamalaHarris @Jillbiden46 You know what it is! I love this photo! They are dope 🔥🔥[NEWLINE]#BidenHarris2020 #BidenHarrisToSaveAmerica https://t.co/KNNM1ycV2j,0.0,4.0,0.0,Non-Hateful
"Joe Biden, Kamala Harris Got a Big Social Media Boost from Indian Troll Farms https://t.co/v9gvf2CBUK",0.0,2.0,0.0,Non-Hateful
twatter man wiping clean all stories/anti trump stories. thats why its down. congress and 1st amendment coming for twatterman !,2.0,0.0,0.0,Non-Hateful
"It occurs to me that without Covid, Trump could very well be cruising to reelection. That's how racist this country is.",1.0,0.0,0.0,Non-Hateful
"@MarshaBlackburn @realDonaldTrump You really are a shameless and unrepentant #liar. If you can look in the mirror without throwing up on your shoes, I’d be surprised. #ShutUp. #BidenHarris2020",1.0,4.0,0.0,Non-Hateful
@realDonaldTrump It’s today! The day I go to the polls and vote for Joe Biden and Kamala Harris 😌,1.0,4.0,0.0,Non-Hateful
@GovMikeHuckabee @foxandfriends @FoxNews @willcain @PeteHegseth @JedediahBila @realDonaldTrump Joe Biden and his bitch Kamala Harris are bad for America and the World! Recount the 2020 votes by hand under court supervision!,2.0,1.0,0.0,Hateful
Avengers Assemble baby!! Some of the Avengers Will Reunite for Joe Biden and Kamala Harris https://t.co/uf8NYekd81,0.0,2.0,0.0,Non-Hateful
Trump had made a promise and he had broke it.[NEWLINE]Biden will have a plan and he will keep the wheel rolling at the start of his presidency and beyond. #BidenHarris2020,1.0,4.0,0.0,Non-Hateful
"Joe Biden has an Economic plan to help all Americans.[NEWLINE][NEWLINE]Biden will not raise taxes on anyone making less than $400,000. He *will* raise the top individual income rate back to 39.6 percent.[NEWLINE][NEWLINE]See more of Joe's ideas here: https://t.co/SoMCBfkJTp[NEWLINE][NEWLINE]#BuildBackBetter[NEWLINE][NEWLINE]#BidenHarris2020",0.0,4.0,0.0,Non-Hateful
For all Patriots ! 🇺🇸 [NEWLINE]Drop your Twitter handles and Retweet!! Follow everyone who follows you! Let’s all grow together as digital soldiers ! 🇺🇸 ⭐️ [NEWLINE]#MAGA #Trump2020 #Trump2020Landslide,4.0,0.0,0.0,Non-Hateful
@SykesCharlie I’ve never seen our country in worse straights.  Even during war or depression we had confidence in our leaders. There were statesmen in office.  No longer. We need to get rid of the Republican President &amp; Senate! #VoteBlue2020,1.0,4.0,0.0,Non-Hateful
Voting 101 in case you don't know how/where/etc. Covers early voting and voting by mail. https://t.co/dPEkXiwZWb  No paywall. #Biden2020,0.0,4.0,0.0,Non-Hateful
Just another day in the press room. #VoteBlue2020 https://t.co/BY2EntvyHK,0.0,4.0,0.0,Non-Hateful
"For the love of God, MSM and the left, no one cares about POTUS taxes!!! He has donated his salary for the last 4 years!! Can any democratic politician or president say the same...NOPE! #ENOUGHISENOUGH #Trump2020  #WalkAwayFromDemocratsForever #DemocratsAreDestroyingAmerica",4.0,1.0,0.0,Non-Hateful
"I will now sit back, enjoy the rest of my twitter feed, block liberal bleeding turdwhipes of all shapes, sizes, religions and ethnicities ... and when November 3 comes, I will vote Republican down the whole ticket #MAGADragTheInterstate #MAGA2020[NEWLINE]#TurnAmericaRed2020",4.0,0.0,0.0,Hateful
@realDonaldTrump DEMOCRATS TRIED TO STOP TRUMP FROM BRINGING OUR TROOPS HOME *THIS YEAR*. [NEWLINE][NEWLINE]#COVID19 #Trump2020,4.0,1.0,0.0,Non-Hateful
#OperationFlagDrop[NEWLINE]#Trump2020 [NEWLINE]#TurnNYred[NEWLINE]@CRANewYorkState[NEWLINE]Flags have been used in wartime for centuries...now we fly our flag because of our war with the RADICAL LEFT. Filmed &amp; Edited by Dylan Roth[NEWLINE]https://t.co/AIDbtnlvFk,4.0,0.0,0.0,Non-Hateful
"IM ALMOST AT 1000 followers! YaY! [NEWLINE][NEWLINE]I love all the patriots who follow me! You all are incredible and I couldn’t ask for better people to call my bothers and sisters! Whether your in America or not, this patriot loves you!  [NEWLINE][NEWLINE]Let’s turn America Red! #Trump2020",4.0,0.0,0.0,Non-Hateful
My son Steven worked at Fillmore's when he was in highschool.  Fillmore's also sponsored his little league baseball team.  Sorry I don't live in NKY anymore Amy so I can't vote for you but I have donated to your campaign.  [NEWLINE]#DitchMitch2020 [NEWLINE]#VoteBlue2020 https://t.co/6SF400taSt,0.0,4.0,0.0,Non-Hateful
"@oliverdarcy @seanhannity You have the best ""news"", lol. #TRUMP2020",4.0,0.0,0.0,Non-Hateful
@TheSharpEdge1 Joe Biden is compromised. Special counsel!!!,0.0,1.0,0.0,Non-Hateful
"@brad_dickson Nope, keep on campaigning Joe.[NEWLINE]#Biden2020",0.0,4.0,0.0,Non-Hateful
"While we are here, this type of BS is what Kamala Harris and Joe Biden call ""science"".",0.0,1.0,0.0,Non-Hateful
@nprpolitics @NPR This is the first time we've ever had a president this lacking in political and social decorum #Debates2020 #BidenHarris2020 #VoteHimOut2020,1.0,4.0,0.0,Non-Hateful
But Biden needs to ban fracking. It's destroying our drinking water. Pence lies. https://t.co/pxIspmGud2,1.0,4.0,0.0,Non-Hateful
@JoeBiden is the most ignorant racist person. Anyone who supports @JoeBiden is a complete moron! #trump2020 #ThatsMyPresident 🇺🇸🇺🇸🇺🇸 https://t.co/I6V1Dz9tld,4.0,1.0,0.0,Hateful
"@Grant503 The airlines got a tax payer bail out, after begging Trump to keep them paid, employed, and insured during shutdown.  No where does it say no snacks or water.",2.0,0.0,0.0,Non-Hateful
Thanks @realDonaldTrump for the flag #MAGA2020 https://t.co/tPjwKB3ZUw,4.0,0.0,0.0,Non-Hateful
.@peterbakernyt has covered four presidents. Got to think that this might be one of the craziest day stories he ever wrote. https://t.co/rn0Vj9q3CR,0.0,0.0,0.0,Non-Hateful
@atrupar Trump didn’t get Putin’s memo that hunter did nothing wrong.,1.0,0.0,0.0,Non-Hateful
@ucsdlibrary .[NEWLINE]Everyone Must 📌 Register. @RockTheVote 🇺🇸[NEWLINE]📌 Confirm the accuracy of your voter information.[NEWLINE]Encourage friends &amp; family to do the same. 🇺🇸[NEWLINE]📌Vote #Vote Early! #USA 🇺🇸 @WhenWeAllVote [NEWLINE]#VoteBlue2020 📍 #VoteBidenHarrisToSaveAmerica 🇺🇸 https://t.co/BPoC1f5Xf9,0.0,4.0,0.0,Non-Hateful
Violent threats against Biden and his supporters are getting worse[NEWLINE][NEWLINE]by @DonnaProvencher [NEWLINE][NEWLINE] https://t.co/AsyXPHsj3c,0.0,2.0,0.0,Non-Hateful
Hoping it over?! Can I check.... BIDEN|HARRIS POTUS ELECT  #46 MR JOE BIDEN and VP ELECT  KAMALA HARRIS #election #Elections2020 #USAelection2020 #USElectionResults #BidenHarrisToEndThisNightmare,0.0,4.0,0.0,Non-Hateful
"Time sure tells the true meaning of everything, Joe Biden, Kamala Harris and the Democrat party are abt to go into extinction",0.0,1.0,0.0,Non-Hateful
Left-wing group Justice Democrats has done an ad trying to persuade disillusioned anti-Biden/anti-all-of-the-above lefties to vote for lesser-of-two-evils Joe Biden. https://t.co/gCoXvKnXXZ,0.0,3.0,0.0,Non-Hateful
"#KamalaHarris should ask #MikePence, who does #Trump owe $400,000,000.00 to? And the answer is: What are #RussianOligarchs via #DeutscheBank? Just guessing! #Jeopardy #VoteHimOut #VoteBlueToEndThisNightmare #BidenHarris2020 #BidenHarrisLandslide2020 #BidenHarris2020ToSaveAmerica",1.0,4.0,0.0,Non-Hateful
@realDonaldTrump #MAGA2020. God Bless Our President and First Lady!!,4.0,0.0,0.0,Non-Hateful
Crazy fake news tweets all over Twitter about President Trump violating the #HatchAct from Democrat idiots who clearly never read the Hatch Act where it says “the President and Vice President are totally exempt from the Hatch Act” #trump #MAGA2020LandslideVictory,4.0,0.0,0.0,Hateful
Joe Biden and Kamala Harris have both updated their Twitter bios to reflect their newest titles: president-elect and vice president-elect. https://t.co/neraVh2iAd,0.0,2.0,0.0,Non-Hateful
Former President Barack Obama says he “could not be prouder” to congratulate President-elect Joe Biden and Vice President-elect Kamala Harris. https://t.co/hWHEUohuaN,0.0,2.0,0.0,Non-Hateful
Who's ready for the debate tonight? #trump2020 #TRUMP2020ToSaveAmerica https://t.co/Rk3xrrhauQ,4.0,0.0,0.0,Non-Hateful
"He's holding the economy hostage and hoping he can verbally bribe you into voting for him.[NEWLINE][NEWLINE]He lies in every sentence. ""Pelosi not negotiating in good faith,"" means HE isn't negotiating in good faith.[NEWLINE][NEWLINE]Don't be fooled. #VoteBidenHarris2020 #VoteBlueToSaveAmerica #BidenHarris2020 https://t.co/fcPB9WxoC2",0.0,4.0,0.0,Non-Hateful
I would very much like a Pop &amp; Momala tee #BidenHarris2020 https://t.co/Sjpz7LuUg9,0.0,4.0,0.0,Non-Hateful
"@GovNedLamont @Mike_Pence @WhiteHouse We agree with #Pence! The MAJORITY of Americans dead from #covid are #Florida voters who tried to copy #Trump not wearing a mask! They are ""pathetic"" for not having the superior medical surveillance He has! We like voters who DON'T die![NEWLINE][NEWLINE]#TrumpPence2020!",4.0,0.0,0.0,Non-Hateful
"@KamalaHarris Kamala. Boy I wanted you as President, but this will do.  You go girl.  Us two here are coveringShut them down covering your back.  With you being so forthright and Joe with his experience I know the two of you will quickly discourage Proud Boys and Poor Boys hehehe.",0.0,4.0,0.0,Non-Hateful
"The United States of America is being held hostage by a mad man by the name of Donald Trump. I am so grateful to our neighbor's Canada, also the United Kingdom, France, Australia and supporters around the world. We will take our country back!  Long live freedom! https://t.co/K1ydNtBMPi",1.0,0.0,0.0,Hateful
Guess what? I don't believe you. #Debates2020 #Trump2020 #FakeNewsMedia https://t.co/XEGRN4eanF,4.0,0.0,0.0,Non-Hateful
@perlmutations 🤔..ya cuz Democrats are so much better.. #dumbass #trump2020 https://t.co/TX804SF34M,4.0,1.0,0.0,Hateful
"@robbystarbuck he has already had his fare share of time to prove his worth.[NEWLINE][NEWLINE]he did nothing productive is his first 47 years, and he is worse now than ever.[NEWLINE][NEWLINE]if your reading this, giving people second chances is a part of life, giving someone a 48th chance isn't a thing. so don't.[NEWLINE][NEWLINE]#trump2020",4.0,1.0,0.0,Non-Hateful
@ida_skibenes I feel calm and optimistic.[NEWLINE]Joe and Kamala will win the popular vote and the electoral vote. [NEWLINE][NEWLINE]trump will soon vanish.,1.0,4.0,0.0,Non-Hateful
This is so amazing 👏🏻👏🏻👏🏻 #GodBlessPresidentTrump 🇺🇸🙏🏼🇺🇸🙏🏼🇺🇸🙏🏼🇺🇸🙏🏼🇺🇸 what a welcome. #Trump2020 https://t.co/KwpR5EnvP3,4.0,0.0,0.0,Non-Hateful
The Guardian commentary keeps on giving:[NEWLINE]https://t.co/F0IVGsigp5 https://t.co/UIYIeZuV48,0.0,0.0,0.0,Non-Hateful
@TheRock @JoeBiden @KamalaHarris You should stick to acting! #MAGA2020,4.0,2.0,0.0,Non-Hateful
@BarackObama @JoeBiden @KamalaHarris Thank you President Obama!  Thank you for helping out your good friend Joe and Kamala![NEWLINE][NEWLINE]Thank you!! You &amp; Michelle ROCK!!!,0.0,2.0,0.0,Non-Hateful
The man is the President we need at this time in history. [NEWLINE][NEWLINE]#BidenHarris2020[NEWLINE][NEWLINE]https://t.co/rnikl4ne7P,0.0,4.0,0.0,Non-Hateful
It's amazing when white women in the suburbs see each other wearing the #Trump2020 gear.  Instant friends.,2.0,0.0,0.0,Non-Hateful
I guess theses “actors” will do anything to win! So sad .... this is quite gross to look at! 😂 #Trump2020Landslide #Trump2020 #CancelDemocrats #LiberalDemocratsAreAJoke https://t.co/aHbLCyZeh4,4.0,1.0,0.0,Non-Hateful
Be Smart. #VoteTrumpOut2020 #VoteThemAllOut2020 #VoteBidenHarris2020 #VoteBlue2020 https://t.co/JQFMAW09g8,1.0,4.0,0.0,Non-Hateful
"@_realjgoodwin @Jeffreyyyy_ Hell they want to assassinate him even if he don't ...the Whole thing this is about ,is not Joe Biden ....it's Kamala Harris and Nasty Nancy P...let that sink in....🤔🤔🤔🤔",0.0,3.0,0.0,Hateful
"@TheView @KamalaHarris The  View should not even be allowed on TV!  Useless show![NEWLINE]Cali Kamala is a big mouth witch! Make sure to ask her what she did for California!  Oh yeah, nothing, California going down the toilet![NEWLINE]Sleepy Joe useless!",0.0,1.0,0.0,Hateful
ALOHA! ~ Maui shows their support for President Trump🌴 #2020TrumpLandslide #TrumpPence2020 @realDonaldTrump @BuCap004 https://t.co/gvRUYoYI3I,4.0,0.0,0.0,Non-Hateful
We all knew he had an earpiece.. [NEWLINE][NEWLINE]#DemocratsAreDestroyingAmerica #Trump2020 #Biden #BidenDementia #VoteRedToSaveAmerica #VoteRed2020 https://t.co/LRy0gymAft,4.0,1.0,0.0,Hateful
"Trump downplayed a pandemic, mocked face masks and refused to endorse the measures needed to save lives.   He is complicit in the death of over 200,000 Americans.   Vote because lives depend on it #VOTE https://t.co/W6QGqLimnZ",1.0,0.0,0.0,Non-Hateful
"Just found a thumb drive in a rest-stop bathroom that contains signed confessions from Donald Trump &amp; Donald Trump Jr., in which both admit to being Russian agents.[NEWLINE][NEWLINE]@maggieNYT: Please retweet this ASAP.",1.0,0.0,0.0,Non-Hateful
"""Tax records expose more than $21 million in highly unusual payments from the Las Vegas hotel Donald Trump owns with Phil Ruffin, routed through other Trump companies and paid out in cash.""[NEWLINE]https://t.co/BazSlui8bK",2.0,0.0,0.0,Non-Hateful
@NewYorker Who's confused? #BidenHarris2020 simple,0.0,4.0,0.0,Non-Hateful
@realDonaldTrump I just voted!! Media not corrupt. The White House and it's occupants are! #BidenHarrisToSaveAmerica [NEWLINE]#VoteBlue2020,1.0,4.0,0.0,Non-Hateful
Something I actually agree with @TedCruz about.  It will be the end of the GOP (whether Biden wins or not). https://t.co/0njtsGV3oC,1.0,2.0,0.0,Non-Hateful
@realDonaldTrump We ALL wanted to see #BidenHarris2020,2.0,4.0,0.0,Non-Hateful
@13thethe @TheGoodMenOrg I hope more of the Conservatives/Republicans (and other sleeping moderates) realize that WE ARE AT WAR TO SAVE THE USA and to save the US Constitution as it was written!!!! #freedom #ScamdemicIsOver #DemocratsTheEnemyWithin #DemocratsHateAmerica #DemocratsAreCorrupt #MAGA2020,4.0,1.0,0.0,Non-Hateful
"Bruh, it’s hilarious and all, but we both know that you’re a joke as is your liberal party. You will lose this time like always. #MAGA2020 #SCOTUSnominee #LANDSLIDE #KeepAmericaGreat #Landslide2020 #MAGA2020LandslideVictory #MakeAmericaGreatAgain #SilentMajority #Trump2020 https://t.co/C3F9MmYQmE",4.0,0.0,0.0,Non-Hateful
@realDonaldTrump They are scared. #JoeBidenIsTheSwamp #Trump2020,4.0,1.0,0.0,Non-Hateful
"@MSNBC @NGirrard Why did Senators and Congress vote loopholes in that President Trump was able to use?  Did he find the loopholes they put in for their wealthy donors? We need someone smart enough to find the loopholes,  not previous Senators dumb enough to put them in the tax law. #VoteRed2020",4.0,0.0,0.0,Non-Hateful
I’m watching Harry Potter series and realized Draco Malfoy reminds me of Donald Trump Jr. https://t.co/IbzhPHSNyW,0.0,0.0,0.0,Non-Hateful
Just had to listen to an old white clerk defend himself against a white male customer drinking wine about his endorsement of Biden. The customer said if you vote for Trump you won't have to work a job like this anymore. [NEWLINE][NEWLINE]I've been working here 10 years,2.0,2.0,0.0,Non-Hateful
@EricTrump #JoeHidden A career politician millionaire🤔 I had no idea it paid that well🤣 #MAGA2020,4.0,1.0,0.0,Non-Hateful
@KamalaHarris Definitely in my thoughts.  #BidenHarris2020,0.0,4.0,0.0,Non-Hateful
@realDonaldTrump uses military people who have risked death as props. Now he's using a virus that he allowed to kill 204K of us and counting as a prop.[NEWLINE][NEWLINE]Vote him and his crime family out. #Biden2020,1.0,4.0,0.0,Hateful
"@BenSalango said he’s voting for Biden. Ben, you do realize you’re talking to people in a state that supports Trump by about 70%, right?",4.0,2.0,0.0,Non-Hateful
"@MsResistFL @PeterDaszak You’re right! [NEWLINE][NEWLINE]Here in Wyoming we only had three options, thankfully Kanye wasn’t one. But they did put the Republican Party first... I too made sure to solidly vote blue #BidenHarris2020",1.0,4.0,1.0,Non-Hateful
If Trump does survive he can thank socialized medicine. #TrumpCovid19 #Trump2020,1.0,0.0,0.0,Non-Hateful
"#Trump2020 #DebateEdition [NEWLINE][NEWLINE]#Covid_19 (continuing): [NEWLINE][NEWLINE]NOT to be a glorious YES person BUT TO OPTIMISE THE SITUATION IN BEST BIG PICTURE INTEREST (no matter how difficult the boss is).  The only other option (if tht boss is oh so not workable) 👉 RESIGN. [NEWLINE][NEWLINE]Am i right? So, how come",3.0,0.0,0.0,Non-Hateful
@shannonrwatts This is being held at the same time we are expecting Kamala Harris and Joe Biden to speak this evening.,0.0,2.0,0.0,Non-Hateful
"@AuforGA @davepurcell So he doesn't actually have COVID, does he? It's all a publicity stunt, to gain sympathy and pull attention from Melania's ""f**k Christmas"" tape. #VoteBlue2020 #TrumpVirusDeathToll210K",1.0,4.0,0.0,Non-Hateful
@realDonaldTrump Continuing to spread coronavirus #BidenHarris2020,1.0,4.0,0.0,Non-Hateful
"@NikkiHaley More damage, for sure! #BidenHarris2020",0.0,4.0,0.0,Non-Hateful
Interesting fact: This is the first time in history voter fraud is the only campaign strategy taken by one side in a Presidential race. True! #MAGA2020 🇺🇸🇺🇸🇺🇸,4.0,0.0,0.0,Non-Hateful
Last 4the night! #BidenHarris2020 #fbr RT[NEWLINE]@Kelleyrose20🪁[NEWLINE]@rubysoho26 🪁[NEWLINE]@ReverendWarnock 🪁[NEWLINE]@AllMight85 🪁[NEWLINE]@GShelia1951 🪁[NEWLINE]@samdu7280 🪁[NEWLINE]@wildkat57 🪁[NEWLINE]@hammerit54 🪁[NEWLINE]@timinator2006 🪁[NEWLINE]@RelierLesPoints 🪁[NEWLINE]@Girl12Philly 🪁[NEWLINE]@0000Phe0000 🪁 #FBR RT,0.0,4.0,0.0,Non-Hateful
"36 more days. Florida, Pennsylvania, Ohio, Michigan, North Carolina, Arizona, Wisconsin and Iowa. We need you more than ever. Our democracy depends on you.                                                                    #VoteEarly #VoteInPerson2020 #VoteBlue2020 #VoteHimOut",1.0,4.0,0.0,Non-Hateful
I want this for my new yard sign.[NEWLINE]#BidenHarris2020 #VoteBlue2020 #Kamala https://t.co/SDCf0k8h06,0.0,4.0,0.0,Non-Hateful
@thehill Y’all have promised this before... we’re gonna hold you to it this time around #Trump2020,4.0,0.0,0.0,Non-Hateful
"I bet the mob won't be directed to burn down the CDC building by their leaders, Curious.🤔[NEWLINE]#Trump2020[NEWLINE]#GodWins[NEWLINE]https://t.co/DVCgqYogjK",4.0,0.0,0.0,Non-Hateful
"YOU GOT JOE BIDEN AND KAMALA HARRIS THAT WANT TO HURT PEOPLE WITH DRUGS BY MAKING THEM LEGAL,[NEWLINE][NEWLINE]ENCOURAGE YOUNG WOMEN TO BE IRRESPONSIBLE AND UNCARING BY MAKING ABORTION LEGAL NATIONWIDE,[NEWLINE][NEWLINE]AND GLORIFY IMMORALITY WHICH IS AN ABOMINATION BEFORE GOD.[NEWLINE][NEWLINE]BIDEN AND HARRIS[NEWLINE]REMAIN STAGNATE",0.0,1.0,0.0,Non-Hateful
@NikkiSixx Oh this is what heroin does to a brain[NEWLINE][NEWLINE]#Trump2020,4.0,0.0,0.0,Non-Hateful
The Democrat Party is in full meltdown! They lost the Supreme Court; they nominated a zombie and backed him up with a woman laughing about smoking pot after having incarcerated thousands of blacks for minor drug offenses while not prosecuting connected people! #Trump2020 https://t.co/hg6ZPvytNS,1.0,4.0,0.0,Hateful
"Help Twitter Fam, I need 50 more FOLLOWERS to get to 1000 !! #WeVapeWeVote #Trump2020",4.0,0.0,0.0,Non-Hateful
Trump signs executive order that critics warn politicizes federal career civil service[NEWLINE][NEWLINE]https://t.co/9M2y9NI3yk,2.0,0.0,0.0,Non-Hateful
"there seems to be a new poll that's very favorable to Biden, that changed the 538 Georgia projection from 46/54 to 50/50[NEWLINE]whether or not it's an outlier that shouldnt be taken so seriously i do not know, but the state has been close to a tossup for as long as the model's been on.",0.0,2.0,0.0,Non-Hateful
My daughter’s Brownie troop is working on their Democracy badge.  She just cast her vote.  #BidenHarris2020 https://t.co/QEfpuTKgA2,0.0,4.0,0.0,Non-Hateful
"@SexCounseling The hate is resonating from the head Dems.  It’s jealousy, they can’t identify it as that.  Trump has knocked every curve ball out of the park.",4.0,1.0,0.0,Non-Hateful
2. implemented the @JoeBiden team told debate commission absolutely not. They would not allow @JoeBiden ears to be checked for listening devices. Like What The Hell is that about. #CheckJoesEars @realDonaldTrump #Trump2020 #Trump2024 #Trump2028,4.0,1.0,0.0,Non-Hateful
@bobbih1975 @robren20 @kdbuck69 @PatriotWestward @Krumply4 @PrayingActress @JoeBiden Lmao “dddrrrr I gots to be watching the foozz ball izz so smart”🥴 ..not much else in your sad life huh?😂😂😂#trump2020,4.0,2.0,0.0,Non-Hateful
"The question is: Who did America bring into captivity in 1619, 401 years ago? [NEWLINE]The Bible confirms who we are, Gen 15:13-14. [NEWLINE]So why won't you give us justice America? [NEWLINE]Jacob's Troubles will afflict you/Jacob will be saved out of it[NEWLINE]#Trump2020 #Biden2020 #400yrs #12tribesofisrael",2.0,2.0,0.0,Non-Hateful
"Biden or Kamala won’t  commit to their policy on packing the court, Joe’s comment, “vote for me I’ll let you know?” On fracking Joes flip flopping, Kamala is against fracking! VOTE RED!",4.0,1.0,0.0,Non-Hateful
"@SenSusanCollins Like when you voted for witnesses? Oh, that's right. Or when you voted to protect a woman's right of self-determination? (aka Kavanaugh). Senator, we are pissed and we are voting! (and I'm a cow) #MEPolitics #TimeForPasture #SelloutSuzy #VoteBlue2020 #CollinsFrownyFace #ByeBye",0.0,4.0,0.0,Non-Hateful
@TX_Bruce @GreyGhost_Biker Hahahahaha....when a democrat doesn’t get their way..... #Trump2020,4.0,0.0,0.0,Non-Hateful
Fact or Fiction.. #VoteHimOut# #VoteBlue2020 Biden# https://t.co/Xs4Y5WXzeM,1.0,4.0,0.0,Non-Hateful
"@merrilldavis @Reuters You want to see dangerous, wait until sleepy Joe is put down &amp;  the ‘ho becomes president &amp; the drunk becomes vp. And in case you’re wondering, that’s Kamala &amp; Pelosi 🤮",0.0,1.0,0.0,Hateful
"@NatureEcho_ @DonaldJTrumpJr I already know what Marxism is, and neither Kamala Harris, or especially Joe Biden, is a Marxist.",0.0,4.0,0.0,Non-Hateful
@realDonaldTrump You sound more like Kim Jong-U.N. with each passing day. #BidenHarris2020,1.0,4.0,0.0,Non-Hateful
The Secret Service filed charges against a man from Maryland after he threatened to kidnap and kill Joe Biden and Kamala Harris.[NEWLINE][NEWLINE]James Dale approached a house that had Biden-Harris lawn signs and left behind a note detailing graphic threats against supporters and Biden-Harris. https://t.co/IN9czCjCA5,0.0,2.0,0.0,Non-Hateful
"@realDonaldTrump @wandavazquezg Trump is the most insecure and immature human, America has ever witnessed.[NEWLINE]We all know this type of person.[NEWLINE]Trump says terrible thing about others in an attempt to hurt them, this makes Trump feel good about himself. I personally think he gets a high when he hurts others.",1.0,0.0,0.0,Non-Hateful
@HillaryClinton @JoeBiden Joe Biden would be President for all of 3 months before kamala boots him,0.0,3.0,0.0,Non-Hateful
#Trump2020 ? Wish full recovery to see him ask forgiveness to the country for his incompetence and lack of respect for the American people during Covid-19 crisis.#VictoryRoad to #Biden/Harris,1.0,4.0,0.0,Non-Hateful
"@LindseyGrahamSC @realDonaldTrump I remember what you said in 2016 about Merrick Garland, so does everyone else with a brain!!! When did the entire GOP derail??? Become cowards??? November will be here soon!!! #VoteBlueToEndThisNightmare #VoteBlueToSaveAmerica #VoteBidenHarris2020 #GOPHypocrisy",1.0,4.0,0.0,Non-Hateful
The fight is not Dems vs Repubs[NEWLINE][NEWLINE]It’s super Rich vs everybody else [NEWLINE][NEWLINE]Congress = rich vs rich with a Conscience[NEWLINE][NEWLINE]#TrumpIsNotABillionaire #TrumpTaxCheat[NEWLINE][NEWLINE] #AntiChrist = #Trump[NEWLINE][NEWLINE]#TaxFraudTrump #FakeBillionaireTrump #AntiChristTrump #Trump2020LandslideVictory #trump2020 ‼️,1.0,0.0,0.0,Hateful
#ConManTrump First he puts american in harms way #TrumpKilledAmericans Then our #Troups and now our #SecretService Puting People Americans in Danger Time to go Don #VoteHimOut2020 #BidenHarris2020 https://t.co/1IbX9woZFW,1.0,4.0,0.0,Non-Hateful
@mcrf94 @JoyVBehar NOPE-- JUST ANOTHER REPUBLICAN LIE [NEWLINE]https://t.co/yiMKTgio3m[NEWLINE][NEWLINE]https://t.co/jSou0MVVrr,0.0,0.0,0.0,Non-Hateful
@_Saif10 @jeapsx @chasemx76 @spectatorindex Appreciate patriotic citizens such as yourself. #Vote #MAGA2020,4.0,0.0,0.0,Non-Hateful
@mviser I'm finding myself a little emotional listening to him today. Wow...#Biden2020,0.0,4.0,0.0,Non-Hateful
"“It’s not that we get [coronavirus] from each other, it’s that we get it from the people in the office,"" Bonita Williams, 58, is a cleaner at the State Department tells @EmilyStewartM https://t.co/ljrn8xXA7f",0.0,0.0,0.0,Non-Hateful
Did this 🤡 just say ridiculous forrest fires? 🤦🏻‍♀️ #DumpTrump2020 #BidenHarris2020 https://t.co/jtjdbQWTn1,1.0,4.0,0.0,Non-Hateful
"The focus on Trump's PB call to arms misses the threat of his next remarks. After he said ""stand by"", he said ""something needs to be done"" about left wingers. He then called for his people to ""watch"" the polls ""very hard"".[NEWLINE]#Vote #BidenHarris2020 https://t.co/Zxv8d2K4Nf",1.0,4.0,0.0,Non-Hateful
"@JoeBiden Absolutely Joe! Hopefully soon I'll be saying,""Mr.President"" I'm so proud of ""you,"" Kamala, Barack Obama &amp; Hilary!!!",0.0,4.0,0.0,Non-Hateful
Kerry Lied About Not Knowing Of Hunter Biden's Business In Ukraine https://t.co/XLwde4uFOc #SERFsUP! @JusticeTristan #biden2020,0.0,2.0,0.0,Non-Hateful
Weird that Trump and Republicans have tried to limit mail-in voting. https://t.co/BaHLVBUfTY,1.0,0.0,0.0,Non-Hateful
"Charlamagne tha God says he's voting for 'change agent' Kamala Harris, not Joe Biden https://t.co/EXXHiUcSWO",0.0,2.0,0.0,Non-Hateful
@TomiLahren How like  MAGAtte to try to emasculate a real man for practicing care and compassion. #BidenHarris2020,0.0,4.0,0.0,Non-Hateful
SATURDAYS ARE FOR THE DOORS NO CAP 😤💯🇺🇸 #LeadRight #Trump2020 #WinTheDay https://t.co/XvIHXsIaY5,4.0,0.0,0.0,Non-Hateful
"@realDonaldTrump I would rather donate to Jeffrey Dahmer’s meat-smoker purchase than to donate to your criminal, treasonous campaign. #TrumpIsBroke #Biden2020",1.0,4.0,0.0,Non-Hateful
Ballot arrived! Can’t wait to fill it out and drop it off! #vote #VoteHimOut2020 #VoteBidenHarris2020 #VoteBlue2020 #VoteBlueToSaveAmerica #VoteBlueDownBallot @JoeBiden @KamalaHarris,1.0,4.0,0.0,Non-Hateful
@realDonaldTrump @DonaldJTrumpJr @EricTrump @jaredkushner @IvankaTrump @Biden #BidenHarris2020[NEWLINE]And what will you try next 😂😂 https://t.co/YanNzTbxJa,2.0,4.0,0.0,Non-Hateful
"@flywithkamala Kamala was my first choice,but I agree at this moment in time. Joe Biden is the right choice. We are lucky that he is willing to continue to serve our country. When I voted for Biden/Harris I felt good, I felt hopeful, I know this is the right team to recover our country/demoracy",0.0,4.0,0.0,Non-Hateful
I’m just gonna leave this right here... and that’s on periodt as the kids say these days. #vote #bidenharris2020 #dumptrump @ United States America https://t.co/luoYKPaYWZ,1.0,4.0,0.0,Non-Hateful
