HITId,directness,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,race_or_ethnicity,gender,religion,lgbtq,nationality,age,disability,class,none,abuse_level
2308,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
435,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
2704,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
606,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3206,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
2804,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4
2266,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
2806,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,4
3613,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
1099,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4
3049,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
1819,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5276,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
2107,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
4426,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4
882,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
1071,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
5242,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4
667,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4
5527,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
2872,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
162,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
850,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4
3188,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
982,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,4
4964,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
4146,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3298,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
3902,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
3575,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
2681,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4
5380,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
2471,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
951,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4
3122,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3206,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
751,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
2319,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,4
1838,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,4
2201,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
2143,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
1541,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4
1284,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4
501,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,4
2305,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
5326,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4
3007,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,4
2143,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
2048,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4
3430,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,4
2953,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
2811,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,4
4391,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
2831,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
4403,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
5391,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
4380,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4
2565,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2972,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
3748,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
3509,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
5072,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
5090,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4
317,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
4177,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
923,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,4
473,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
5111,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4
2362,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4
3707,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,4
4061,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
3490,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
641,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4
4,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4
2204,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,4
5487,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
4881,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
566,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,4
4309,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4
2524,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4
3883,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
3803,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3207,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
1714,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,4
3070,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,4
351,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4
3433,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
805,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
1216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4813,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
3190,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
4123,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3662,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4
376,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,4
5254,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4
1152,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4
1940,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4
143,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,4
1561,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3493,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4
2655,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4
2272,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
5105,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3588,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1592,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4
39,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,4
1274,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1794,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,4
636,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,4
2226,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
2469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2111,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
891,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
2111,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
3736,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4
903,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3761,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
1004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4902,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4
3391,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4
1647,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,4
4391,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
4810,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,4
1209,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,4
473,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
3661,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3902,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
4104,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,4
5599,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
4735,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
452,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,4
3464,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
3610,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
2144,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
1327,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4
536,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
448,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
2838,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
2826,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4
240,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4
4178,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
1763,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,4
2094,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
4476,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3038,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
1353,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,4
641,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4
1284,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4
4262,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4
3750,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4
4497,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,4
914,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,4
3534,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
946,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4
2775,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4
1511,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,4
218,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4
4735,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
5129,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
173,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
5527,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
1340,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4
979,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
2953,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
2829,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
5188,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4
1473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5188,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4
3556,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
176,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,4
698,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,4
1598,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,4
1243,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
5414,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4
3497,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,4
3785,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4
938,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
5487,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
5349,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
4163,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4
2094,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
1988,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
1823,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,4
1480,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
1120,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,4
1506,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1897,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1698,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
1214,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
1658,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4
3285,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4
352,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4
3407,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
2459,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
317,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
4309,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4
5394,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,4
2781,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3257,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4
4076,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4
452,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4
636,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,4
4152,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4
2352,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
452,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4
4,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4
2497,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
2951,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3645,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
3373,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4
572,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
4251,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4
1149,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4
2452,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
1988,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
3230,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,4
980,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4
3963,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4
3575,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
796,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
2561,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,4
4505,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,4
5091,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4
5257,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4
3451,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
3990,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4
1299,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1686,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4
3115,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
2178,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
4822,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,4
1885,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
1068,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4
3737,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,4
3258,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
871,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
1979,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
921,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
3189,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4
3011,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4
2954,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4
3498,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4
4216,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
3290,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
3501,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4
2477,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
2310,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,4
1325,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,4
1822,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4
3346,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4
835,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,4
1561,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
1627,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,4
3278,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4
1152,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4
480,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
3417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1659,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4
3330,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,4
1742,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,4
1235,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3123,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,4
1534,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
1534,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
2730,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4
966,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
4847,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4840,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,4
1780,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
2432,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
3200,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,4
2655,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4
1511,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,4
4411,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4
2362,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4
903,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
3670,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,4
1827,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
3684,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4
316,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
1534,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
2951,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
784,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
777,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4
2720,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
887,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,4
906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
3067,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4497,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,4
1734,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4
1011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
3268,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,4
1152,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,4
2618,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,4
4048,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4
536,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2695,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
2259,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4
2048,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,4
399,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4
566,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,4
2030,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
1682,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
2213,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4
5599,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
562,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
2028,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,4
2079,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
5043,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
2473,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4
3206,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
1659,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4
5092,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4
1763,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,4
4216,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4
3963,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4
2485,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4
3190,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
2704,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,4
455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
4628,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4
4152,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
2466,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
3752,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
2191,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
856,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
4769,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
946,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4
1363,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
1635,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
3675,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4
4467,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
724,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,4
2324,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
1450,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
5473,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,4
991,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
5352,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4
1036,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4
3207,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,4
492,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
938,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
1299,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
4769,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
4076,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,4
5302,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
3373,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4
939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2573,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4
